學生代碼,學校代碼,教師代碼_國文,教師代碼_英文,教師代碼_數學,班級代碼_國文,班級代碼_英文,班級代碼_數學,班級代碼,每周作業頻率_國文,每周作業頻率標準化_國文,每周作業頻率_英文,每周作業頻率標準化_英文,每周作業頻率_數學,每周作業頻率標準化_數學,作業頻率標準化平均值,作業類型_做習題_國文,做習題標準化_國文,作業類型_作文練習_國文,作文練習標準化_國文,作業類型_剪報或蒐集資料_國文,剪報或蒐集資料標準化_國文,作業類型_聽演講、參觀展覽或看表演_國文,聽演講、參觀展覽或看表演標準化_國文,作業類型_分組專題活動_國文,分組專題活動標準化_國文,作業類型_做習題_英文,做習題標準化_英文,作業類型_作文練習_英文,作文練習標準化_英文,作業類型_剪報或蒐集資料_英文,剪報或蒐集資料標準化_英文,作業類型_聽演講、參觀展覽或看表演_英文,聽演講、參觀展覽或看表演標準化_英文,作業類型_分組專題活動_英文,分組專題活動標準化_英文,作業類型_做習題_數學,做習題標準化_數學,作業類型_作文練習_數學,作文練習標準化_數學,作業類型_剪報或蒐集資料_數學,剪報或蒐集資料標準化_數學,作業類型_聽演講、參觀展覽或看表演_數學,聽演講、參觀展覽或看表演標準化_數學,作業類型_分組專題活動_數學,分組專題活動標準化_數學,作業經常次數_國文,作業經常次數_英文,作業經常次數_數學,綜合分析能力測驗答對題數,一般分析能力測驗答對題數,數學分析能力測驗答對題數,跟得上進度_國文,用功程度_國文,作業表現_國文,跟得上進度_英文,用功程度_英文,作業表現_英文,跟得上進度_數學,用功程度_數學,作業表現_數學
11450,569,9,10,11,2902,2902,2902,2902,1,1.5,1,1.5,2,3.5,2.166666667,2,0.66,3,0.33,4,0,4,0,4,0,1,1,4,0,3,0.33,2,0.66,3,0.33,1,1,4,0,4,0,3,0.33,3,0.33,0,1,1,23,8,10,2,2,4,3,3,4,3,3,2
11716,569,9,14,6,2009,2009,2009,2009,1,1.5,1,1.5,2,3.5,2.166666667,2,0.66,3,0.33,4,0,4,0,4,0,1,1,5,,4,0,5,,5,,1,1,2,0.66,3,0.33,2,0.66,1,1,0,1,2,32,12,13,2,2,4,3,3,3,2,3,3
12160,569,5,2,8,2629,2629,2629,2629,1,1.5,2,3.5,1,1.5,2.166666667,1,1,1,1,2,0.66,2,0.66,3,0.33,99,,1,1,2,0.66,2,0.66,2,0.66,1,1,5,,4,0,4,0,4,0,2,1,1,28,10,15,2,2,4,4,3,3,3,3,4
12512,569,5,2,8,2629,2629,2629,2629,1,1.5,2,3.5,1,1.5,2.166666667,1,1,1,1,2,0.66,2,0.66,3,0.33,99,,1,1,2,0.66,2,0.66,2,0.66,1,1,5,,4,0,4,0,4,0,2,1,1,25,6,14,2,1,4,2,2,4,2,2,4
13452,569,5,2,8,2629,2629,2629,2629,1,1.5,2,3.5,1,1.5,2.166666667,1,1,1,1,2,0.66,2,0.66,3,0.33,99,,1,1,2,0.66,2,0.66,2,0.66,1,1,5,,4,0,4,0,4,0,2,1,1,18,7,5,2,2,4,2,3,3,4,,4
13511,569,9,14,6,2009,2009,2009,2009,1,1.5,1,1.5,2,3.5,2.166666667,2,0.66,3,0.33,4,0,4,0,4,0,1,1,5,,4,0,5,,5,,1,1,2,0.66,3,0.33,2,0.66,1,1,0,1,2,36,8,20,2,2,4,2,2,4,3,3,3
13586,569,9,14,6,2009,2009,2009,2009,1,1.5,1,1.5,2,3.5,2.166666667,2,0.66,3,0.33,4,0,4,0,4,0,1,1,5,,4,0,5,,5,,1,1,2,0.66,3,0.33,2,0.66,1,1,0,1,2,27,12,17,3,4,3,4,4,3,3,2,3
13981,569,9,10,11,2902,2902,2902,2902,1,1.5,1,1.5,2,3.5,2.166666667,2,0.66,3,0.33,4,0,4,0,4,0,1,1,4,0,3,0.33,2,0.66,3,0.33,1,1,4,0,4,0,3,0.33,3,0.33,0,1,1,20,7,8,2,1,4,2,2,4,2,2,4
14009,569,9,10,11,2902,2902,2902,2902,1,1.5,1,1.5,2,3.5,2.166666667,2,0.66,3,0.33,4,0,4,0,4,0,1,1,4,0,3,0.33,2,0.66,3,0.33,1,1,4,0,4,0,3,0.33,3,0.33,0,1,1,18,5,6,2,2,4,1,1,4,2,3,4
14533,569,9,1,8,3379,3379,3379,3379,1,1.5,1,1.5,1,1.5,1.5,2,0.66,3,0.33,4,0,4,0,4,0,2,0.66,4,0,4,0,4,0,4,0,1,1,5,,4,0,4,0,4,0,0,0,1,27,11,16,3,3,4,3,3,4,2,3,3
14706,569,7,4,13,3351,3351,3351,3351,1,1.5,2,3.5,1,1.5,2.166666667,2,0.66,3,0.33,4,0,4,0,3,0.33,1,1,4,0,4,0,4,0,4,0,2,0.66,5,,5,,5,,5,,0,1,0,23,11,10,2,2,4,2,3,3,2,2,4
14987,569,5,2,8,2629,2629,2629,2629,1,1.5,2,3.5,1,1.5,2.166666667,1,1,1,1,2,0.66,2,0.66,3,0.33,99,,1,1,2,0.66,2,0.66,2,0.66,1,1,5,,4,0,4,0,4,0,2,1,1,18,10,5,2,2,4,2,3,3,3,3,3
15050,569,9,1,8,3379,3379,3379,3379,1,1.5,1,1.5,1,1.5,1.5,2,0.66,3,0.33,4,0,4,0,4,0,2,0.66,4,0,4,0,4,0,4,0,1,1,5,,4,0,4,0,4,0,0,0,1,29,9,15,2,2,4,2,2,4,2,2,4
15265,569,7,4,13,3351,3351,3351,3351,1,1.5,2,3.5,1,1.5,2.166666667,2,0.66,3,0.33,4,0,4,0,3,0.33,1,1,4,0,4,0,4,0,4,0,2,0.66,5,,5,,5,,5,,0,1,0,17,5,8,2,3,4,4,3,2,4,4,4
15323,569,7,4,13,3351,3351,3351,3351,1,1.5,2,3.5,1,1.5,2.166666667,2,0.66,3,0.33,4,0,4,0,3,0.33,1,1,4,0,4,0,4,0,4,0,2,0.66,5,,5,,5,,5,,0,1,0,31,13,16,2,2,4,3,3,3,2,3,4
15400,569,9,1,8,3379,3379,3379,3379,1,1.5,1,1.5,1,1.5,1.5,2,0.66,3,0.33,4,0,4,0,4,0,2,0.66,4,0,4,0,4,0,4,0,1,1,5,,4,0,4,0,4,0,0,0,1,29,14,15,2,2,4,2,2,4,2,2,4
15688,569,9,14,6,2009,2009,2009,2009,1,1.5,1,1.5,2,3.5,2.166666667,2,0.66,3,0.33,4,0,4,0,4,0,1,1,5,,4,0,5,,5,,1,1,2,0.66,3,0.33,2,0.66,1,1,0,1,2,24,10,13,2,3,4,4,4,3,3,3,4
15799,569,7,4,13,3351,3351,3351,3351,1,1.5,2,3.5,1,1.5,2.166666667,2,0.66,3,0.33,4,0,4,0,3,0.33,1,1,4,0,4,0,4,0,4,0,2,0.66,5,,5,,5,,5,,0,1,0,23,12,10,2,3,4,2,3,4,2,3,3
16073,569,5,2,8,2629,2629,2629,2629,1,1.5,2,3.5,1,1.5,2.166666667,1,1,1,1,2,0.66,2,0.66,3,0.33,99,,1,1,2,0.66,2,0.66,2,0.66,1,1,5,,4,0,4,0,4,0,2,1,1,16,8,8,2,2,4,2,2,4,3,2,4
16111,569,7,4,13,3351,3351,3351,3351,1,1.5,2,3.5,1,1.5,2.166666667,2,0.66,3,0.33,4,0,4,0,3,0.33,1,1,4,0,4,0,4,0,4,0,2,0.66,5,,5,,5,,5,,0,1,0,31,9,14,2,2,4,2,2,4,2,3,3
16174,569,9,10,11,2902,2902,2902,2902,1,1.5,1,1.5,2,3.5,2.166666667,2,0.66,3,0.33,4,0,4,0,4,0,1,1,4,0,3,0.33,2,0.66,3,0.33,1,1,4,0,4,0,3,0.33,3,0.33,0,1,1,20,8,11,2,2,4,2,2,4,2,2,4
16397,569,5,2,8,2629,2629,2629,2629,1,1.5,2,3.5,1,1.5,2.166666667,1,1,1,1,2,0.66,2,0.66,3,0.33,99,,1,1,2,0.66,2,0.66,2,0.66,1,1,5,,4,0,4,0,4,0,2,1,1,13,5,4,2,2,4,2,2,4,3,97,4
16410,569,9,1,8,3379,3379,3379,3379,1,1.5,1,1.5,1,1.5,1.5,2,0.66,3,0.33,4,0,4,0,4,0,2,0.66,4,0,4,0,4,0,4,0,1,1,5,,4,0,4,0,4,0,0,0,1,27,11,13,3,3,4,3,3,3,4,4,1
16437,569,9,14,6,2009,2009,2009,2009,1,1.5,1,1.5,2,3.5,2.166666667,2,0.66,3,0.33,4,0,4,0,4,0,1,1,5,,4,0,5,,5,,1,1,2,0.66,3,0.33,2,0.66,1,1,0,1,2,21,10,7,2,2,4,2,3,4,2,1,3
16940,569,5,2,8,2629,2629,2629,2629,1,1.5,2,3.5,1,1.5,2.166666667,1,1,1,1,2,0.66,2,0.66,3,0.33,99,,1,1,2,0.66,2,0.66,2,0.66,1,1,5,,4,0,4,0,4,0,2,1,1,31,15,16,2,2,3,2,3,3,3,3,3
17012,569,9,1,8,3379,3379,3379,3379,1,1.5,1,1.5,1,1.5,1.5,2,0.66,3,0.33,4,0,4,0,4,0,2,0.66,4,0,4,0,4,0,4,0,1,1,5,,4,0,4,0,4,0,0,0,1,27,13,10,2,3,4,3,3,4,2,2,4
17043,569,9,1,8,3379,3379,3379,3379,1,1.5,1,1.5,1,1.5,1.5,2,0.66,3,0.33,4,0,4,0,4,0,2,0.66,4,0,4,0,4,0,4,0,1,1,5,,4,0,4,0,4,0,0,0,1,18,8,8,3,3,4,4,4,2,4,4,1
17173,569,7,4,13,3351,3351,3351,3351,1,1.5,2,3.5,1,1.5,2.166666667,2,0.66,3,0.33,4,0,4,0,3,0.33,1,1,4,0,4,0,4,0,4,0,2,0.66,5,,5,,5,,5,,0,1,0,16,6,4,3,2,4,3,3,4,3,4,4
17206,569,9,14,6,2009,2009,2009,2009,1,1.5,1,1.5,2,3.5,2.166666667,2,0.66,3,0.33,4,0,4,0,4,0,1,1,5,,4,0,5,,5,,1,1,2,0.66,3,0.33,2,0.66,1,1,0,1,2,18,5,10,3,3,4,3,3,3,,97,4
17538,569,5,2,8,2629,2629,2629,2629,1,1.5,2,3.5,1,1.5,2.166666667,1,1,1,1,2,0.66,2,0.66,3,0.33,99,,1,1,2,0.66,2,0.66,2,0.66,1,1,5,,4,0,4,0,4,0,2,1,1,16,8,6,3,3,3,2,3,3,4,4,1
17739,569,9,1,8,3379,3379,3379,3379,1,1.5,1,1.5,1,1.5,1.5,2,0.66,3,0.33,4,0,4,0,4,0,2,0.66,4,0,4,0,4,0,4,0,1,1,5,,4,0,4,0,4,0,0,0,1,22,9,8,2,2,4,3,2,4,2,2,4
18372,569,5,2,8,2629,2629,2629,2629,1,1.5,2,3.5,1,1.5,2.166666667,1,1,1,1,2,0.66,2,0.66,3,0.33,99,,1,1,2,0.66,2,0.66,2,0.66,1,1,5,,4,0,4,0,4,0,2,1,1,30,13,16,2,1,3,2,2,4,3,3,4
18740,569,9,1,8,3379,3379,3379,3379,1,1.5,1,1.5,1,1.5,1.5,2,0.66,3,0.33,4,0,4,0,4,0,2,0.66,4,0,4,0,4,0,4,0,1,1,5,,4,0,4,0,4,0,0,0,1,14,7,4,4,,4,4,3,4,4,3,2
19196,569,7,4,13,3351,3351,3351,3351,1,1.5,2,3.5,1,1.5,2.166666667,2,0.66,3,0.33,4,0,4,0,3,0.33,1,1,4,0,4,0,4,0,4,0,2,0.66,5,,5,,5,,5,,0,1,0,18,8,4,2,2,3,3,2,4,3,3,3
88,570,5,,4,2389,,2389,2389,1,1.5,,,3,5.5,3.5,2,0.66,2,0.66,2,0.66,2,0.66,3,0.33,,,,,,,,,,,1,1,5,,5,,5,,4,0,0,,1,42,15,22,2,3,3,99,99,99,2,3,4
689,570,5,,4,2389,,2389,2389,1,1.5,,,3,5.5,3.5,2,0.66,2,0.66,2,0.66,2,0.66,3,0.33,,,,,,,,,,,1,1,5,,5,,5,,4,0,0,,1,47,14,25,2,1,4,99,99,99,2,1,4
849,570,9,1,6,2248,2248,2248,2248,1,1.5,1,1.5,2,3.5,2.166666667,2,0.66,2,0.66,2,0.66,3,0.33,3,0.33,1,1,3,0.33,2,0.66,3,0.33,2,0.66,1,1,5,,4,0,5,,4,0,0,1,1,24,6,14,2,3,3,2,3,2,2,3,4
1292,570,9,1,6,2248,2248,2248,2248,1,1.5,1,1.5,2,3.5,2.166666667,2,0.66,2,0.66,2,0.66,3,0.33,3,0.33,1,1,3,0.33,2,0.66,3,0.33,2,0.66,1,1,5,,4,0,5,,4,0,0,1,1,38,11,17,2,3,2,4,4,1,3,4,3
1381,570,3,1,2,2994,2994,2994,2994,3,5.5,1,1.5,2,3.5,3.5,2,0.66,3,0.33,3,0.33,5,,3,0.33,1,1,3,0.33,2,0.66,3,0.33,2,0.66,2,0.66,97,,97,,97,,5,,0,1,0,44,15,22,2,2,4,2,2,4,2,2,4
1509,570,9,1,6,2248,2248,2248,2248,1,1.5,1,1.5,2,3.5,2.166666667,2,0.66,2,0.66,2,0.66,3,0.33,3,0.33,1,1,3,0.33,2,0.66,3,0.33,2,0.66,1,1,5,,4,0,5,,4,0,0,1,1,41,16,25,2,3,3,2,2,3,2,,4
2765,570,9,1,6,2248,2248,2248,2248,1,1.5,1,1.5,2,3.5,2.166666667,2,0.66,2,0.66,2,0.66,3,0.33,3,0.33,1,1,3,0.33,2,0.66,3,0.33,2,0.66,1,1,5,,4,0,5,,4,0,0,1,1,27,8,14,2,3,2,4,3,4,3,3,4
2767,570,3,1,2,2994,2994,2994,2994,3,5.5,1,1.5,2,3.5,3.5,2,0.66,3,0.33,3,0.33,5,,3,0.33,1,1,3,0.33,2,0.66,3,0.33,2,0.66,2,0.66,97,,97,,97,,5,,0,1,0,42,15,20,1,1,4,1,2,4,1,1,4
3307,570,5,,4,2389,,2389,2389,1,1.5,,,3,5.5,3.5,2,0.66,2,0.66,2,0.66,2,0.66,3,0.33,,,,,,,,,,,1,1,5,,5,,5,,4,0,0,,1,50,19,26,2,2,4,99,99,99,2,2,4
3855,570,5,,4,2389,,2389,2389,1,1.5,,,3,5.5,3.5,2,0.66,2,0.66,2,0.66,2,0.66,3,0.33,,,,,,,,,,,1,1,5,,5,,5,,4,0,0,,1,42,14,22,2,2,4,99,99,99,2,2,4
4264,570,9,1,6,2248,2248,2248,2248,1,1.5,1,1.5,2,3.5,2.166666667,2,0.66,2,0.66,2,0.66,3,0.33,3,0.33,1,1,3,0.33,2,0.66,3,0.33,2,0.66,1,1,5,,4,0,5,,4,0,0,1,1,52,19,23,1,2,3,2,2,4,2,,4
4514,570,9,1,6,2248,2248,2248,2248,1,1.5,1,1.5,2,3.5,2.166666667,2,0.66,2,0.66,2,0.66,3,0.33,3,0.33,1,1,3,0.33,2,0.66,3,0.33,2,0.66,1,1,5,,4,0,5,,4,0,0,1,1,50,16,23,2,3,2,2,3,3,2,,4
4998,570,9,1,6,2248,2248,2248,2248,1,1.5,1,1.5,2,3.5,2.166666667,2,0.66,2,0.66,2,0.66,3,0.33,3,0.33,1,1,3,0.33,2,0.66,3,0.33,2,0.66,1,1,5,,4,0,5,,4,0,0,1,1,53,18,28,1,2,3,2,2,4,2,,4
5423,570,5,,4,2389,,2389,2389,1,1.5,,,3,5.5,3.5,2,0.66,2,0.66,2,0.66,2,0.66,3,0.33,,,,,,,,,,,1,1,5,,5,,5,,4,0,0,,1,28,9,12,2,2,4,99,99,99,4,3,4
5578,570,3,1,2,2994,2994,2994,2994,3,5.5,1,1.5,2,3.5,3.5,2,0.66,3,0.33,3,0.33,5,,3,0.33,1,1,3,0.33,2,0.66,3,0.33,2,0.66,2,0.66,97,,97,,97,,5,,0,1,0,24,3,13,2,1,4,2,2,4,2,2,4
6781,570,3,1,2,2994,2994,2994,2994,3,5.5,1,1.5,2,3.5,3.5,2,0.66,3,0.33,3,0.33,5,,3,0.33,1,1,3,0.33,2,0.66,3,0.33,2,0.66,2,0.66,97,,97,,97,,5,,0,1,0,22,8,12,3,4,3,4,4,3,2,3,2
6805,570,3,1,2,2994,2994,2994,2994,3,5.5,1,1.5,2,3.5,3.5,2,0.66,3,0.33,3,0.33,5,,3,0.33,1,1,3,0.33,2,0.66,3,0.33,2,0.66,2,0.66,97,,97,,97,,5,,0,1,0,,,,2,2,4,1,2,3,2,2,3
7990,570,9,1,6,2248,2248,2248,2248,1,1.5,1,1.5,2,3.5,2.166666667,2,0.66,2,0.66,2,0.66,3,0.33,3,0.33,1,1,3,0.33,2,0.66,3,0.33,2,0.66,1,1,5,,4,0,5,,4,0,0,1,1,31,15,19,2,3,3,2,3,3,2,3,4
9235,570,3,1,2,2994,2994,2994,2994,3,5.5,1,1.5,2,3.5,3.5,2,0.66,3,0.33,3,0.33,5,,3,0.33,1,1,3,0.33,2,0.66,3,0.33,2,0.66,2,0.66,97,,97,,97,,5,,0,1,0,48,20,24,3,4,1,3,4,1,2,4,1
9258,570,3,1,2,2994,2994,2994,2994,3,5.5,1,1.5,2,3.5,3.5,2,0.66,3,0.33,3,0.33,5,,3,0.33,1,1,3,0.33,2,0.66,3,0.33,2,0.66,2,0.66,97,,97,,97,,5,,0,1,0,40,12,18,2,1,4,2,2,4,1,1,4
9837,570,5,,4,2389,,2389,2389,1,1.5,,,3,5.5,3.5,2,0.66,2,0.66,2,0.66,2,0.66,3,0.33,,,,,,,,,,,1,1,5,,5,,5,,4,0,0,,1,46,15,25,2,2,4,99,99,99,2,3,3
10134,570,3,1,2,2994,2994,2994,2994,3,5.5,1,1.5,2,3.5,3.5,2,0.66,3,0.33,3,0.33,5,,3,0.33,1,1,3,0.33,2,0.66,3,0.33,2,0.66,2,0.66,97,,97,,97,,5,,0,1,0,37,16,21,3,3,3,3,3,3,2,2,4
11827,570,5,,4,2389,,2389,2389,1,1.5,,,3,5.5,3.5,2,0.66,2,0.66,2,0.66,2,0.66,3,0.33,,,,,,,,,,,1,1,5,,5,,5,,4,0,0,,1,37,11,21,2,2,4,99,99,99,2,4,3
12346,570,3,1,2,2994,2994,2994,2994,3,5.5,1,1.5,2,3.5,3.5,2,0.66,3,0.33,3,0.33,5,,3,0.33,1,1,3,0.33,2,0.66,3,0.33,2,0.66,2,0.66,97,,97,,97,,5,,0,1,0,49,18,22,1,1,4,1,1,4,1,1,3
13101,570,3,1,2,2994,2994,2994,2994,3,5.5,1,1.5,2,3.5,3.5,2,0.66,3,0.33,3,0.33,5,,3,0.33,1,1,3,0.33,2,0.66,3,0.33,2,0.66,2,0.66,97,,97,,97,,5,,0,1,0,35,14,17,2,3,3,3,3,3,2,2,4
13600,570,9,1,6,2248,2248,2248,2248,1,1.5,1,1.5,2,3.5,2.166666667,2,0.66,2,0.66,2,0.66,3,0.33,3,0.33,1,1,3,0.33,2,0.66,3,0.33,2,0.66,1,1,5,,4,0,5,,4,0,0,1,1,52,20,27,2,2,3,2,2,3,2,2,4
13618,570,5,,4,2389,,2389,2389,1,1.5,,,3,5.5,3.5,2,0.66,2,0.66,2,0.66,2,0.66,3,0.33,,,,,,,,,,,1,1,5,,5,,5,,4,0,0,,1,32,3,17,3,4,2,99,99,99,4,4,1
13650,570,3,1,2,2994,2994,2994,2994,3,5.5,1,1.5,2,3.5,3.5,2,0.66,3,0.33,3,0.33,5,,3,0.33,1,1,3,0.33,2,0.66,3,0.33,2,0.66,2,0.66,97,,97,,97,,5,,0,1,0,36,9,18,2,2,3,2,2,4,2,2,4
14431,570,5,,4,2389,,2389,2389,1,1.5,,,3,5.5,3.5,2,0.66,2,0.66,2,0.66,2,0.66,3,0.33,,,,,,,,,,,1,1,5,,5,,5,,4,0,0,,1,45,16,24,2,2,4,99,99,99,4,3,4
15306,570,9,1,6,2248,2248,2248,2248,1,1.5,1,1.5,2,3.5,2.166666667,2,0.66,2,0.66,2,0.66,3,0.33,3,0.33,1,1,3,0.33,2,0.66,3,0.33,2,0.66,1,1,5,,4,0,5,,4,0,0,1,1,36,10,16,3,3,3,4,4,1,3,4,3
16236,570,9,1,6,2248,2248,2248,2248,1,1.5,1,1.5,2,3.5,2.166666667,2,0.66,2,0.66,2,0.66,3,0.33,3,0.33,1,1,3,0.33,2,0.66,3,0.33,2,0.66,1,1,5,,4,0,5,,4,0,0,1,1,39,17,20,2,2,3,3,3,3,3,3,4
16311,570,5,,4,2389,,2389,2389,1,1.5,,,3,5.5,3.5,2,0.66,2,0.66,2,0.66,2,0.66,3,0.33,,,,,,,,,,,1,1,5,,5,,5,,4,0,0,,1,30,7,18,2,3,3,99,99,99,2,4,3
16313,570,3,1,2,2994,2994,2994,2994,3,5.5,1,1.5,2,3.5,3.5,2,0.66,3,0.33,3,0.33,5,,3,0.33,1,1,3,0.33,2,0.66,3,0.33,2,0.66,2,0.66,97,,97,,97,,5,,0,1,0,34,12,17,4,4,2,3,4,1,2,3,2
17532,570,5,,4,2389,,2389,2389,1,1.5,,,3,5.5,3.5,2,0.66,2,0.66,2,0.66,2,0.66,3,0.33,,,,,,,,,,,1,1,5,,5,,5,,4,0,0,,1,43,15,23,2,3,3,99,99,99,2,3,3
17670,570,9,1,6,2248,2248,2248,2248,1,1.5,1,1.5,2,3.5,2.166666667,2,0.66,2,0.66,2,0.66,3,0.33,3,0.33,1,1,3,0.33,2,0.66,3,0.33,2,0.66,1,1,5,,4,0,5,,4,0,0,1,1,45,15,24,2,3,3,2,3,3,2,,4
18828,570,9,1,6,2248,2248,2248,2248,1,1.5,1,1.5,2,3.5,2.166666667,2,0.66,2,0.66,2,0.66,3,0.33,3,0.33,1,1,3,0.33,2,0.66,3,0.33,2,0.66,1,1,5,,4,0,5,,4,0,0,1,1,55,22,27,2,2,3,2,2,4,3,3,4
19621,570,5,,4,2389,,2389,2389,1,1.5,,,3,5.5,3.5,2,0.66,2,0.66,2,0.66,2,0.66,3,0.33,,,,,,,,,,,1,1,5,,5,,5,,4,0,0,,1,50,20,25,2,3,4,99,99,99,2,2,3
190,571,1,4,5,4162,4351,4768,3921,3,5.5,1,1.5,1,1.5,2.833333333,1,1,3,0.33,4,0,4,0,4,0,1,1,5,,5,,5,,5,,1,1,4,0,3,0.33,2,0.66,2,0.66,1,1,1,22,9,13,2,3,4,3,3,3,2,2,4
209,571,7,10,3,4173,4378,4749,3859,2,3.5,1,1.5,2,3.5,2.833333333,1,1,1,1,2,0.66,3,0.33,3,0.33,1,1,97,,3,0.33,1,1,1,1,1,1,5,,3,0.33,3,0.33,3,0.33,2,3,1,30,1,13,2,2,4,2,2,4,2,,3
829,571,1,4,5,4162,4351,4768,3921,3,5.5,1,1.5,1,1.5,2.833333333,1,1,3,0.33,4,0,4,0,4,0,1,1,5,,5,,5,,5,,1,1,4,0,3,0.33,2,0.66,2,0.66,1,1,1,19,11,11,2,3,4,3,3,3,2,2,4
1603,571,11,9,6,4080,4350,4843,3859,3,5.5,2,3.5,1,1.5,3.5,1,1,3,0.33,3,0.33,4,0,3,0.33,1,1,5,,3,0.33,97,,3,0.33,1,1,5,,4,0,4,0,4,0,1,1,1,32,14,17,3,4,2,3,4,3,3,3,2
1922,571,11,9,6,4080,4350,4843,3859,3,5.5,2,3.5,1,1.5,3.5,1,1,3,0.33,3,0.33,4,0,3,0.33,1,1,5,,3,0.33,97,,3,0.33,1,1,5,,4,0,4,0,4,0,1,1,1,25,10,10,3,3,3,3,4,3,4,3,3
4033,571,11,4,12,4085,4484,4649,3034,3,5.5,2,3.5,2,3.5,4.166666667,1,1,3,0.33,3,0.33,4,0,3,0.33,1,1,5,,5,,5,,5,,1,1,5,,5,,5,,5,,1,1,1,46,16,21,2,1,4,2,2,3,1,1,4
4260,571,1,4,5,4162,4351,4768,3921,3,5.5,1,1.5,1,1.5,2.833333333,1,1,3,0.33,4,0,4,0,4,0,1,1,5,,5,,5,,5,,1,1,4,0,3,0.33,2,0.66,2,0.66,1,1,1,17,5,7,4,4,2,4,4,3,4,4,3
4426,571,7,10,3,4173,4378,4749,3859,2,3.5,1,1.5,2,3.5,2.833333333,1,1,1,1,2,0.66,3,0.33,3,0.33,1,1,97,,3,0.33,1,1,1,1,1,1,5,,3,0.33,3,0.33,3,0.33,2,3,1,31,11,12,3,3,4,2,3,4,3,,3
4724,571,7,10,3,4173,4378,4749,3859,2,3.5,1,1.5,2,3.5,2.833333333,1,1,1,1,2,0.66,3,0.33,3,0.33,1,1,97,,3,0.33,1,1,1,1,1,1,5,,3,0.33,3,0.33,3,0.33,2,3,1,41,17,20,2,2,4,2,1,4,2,2,4
6407,571,11,9,6,4080,4350,4843,3859,3,5.5,2,3.5,1,1.5,3.5,1,1,3,0.33,3,0.33,4,0,3,0.33,1,1,5,,3,0.33,97,,3,0.33,1,1,5,,4,0,4,0,4,0,1,1,1,27,11,8,2,3,3,3,3,3,3,3,3
6769,571,1,4,5,4162,4351,4768,3921,3,5.5,1,1.5,1,1.5,2.833333333,1,1,3,0.33,4,0,4,0,4,0,1,1,5,,5,,5,,5,,1,1,4,0,3,0.33,2,0.66,2,0.66,1,1,1,,,,3,4,2,3,4,3,2,2,4
7389,571,7,10,2,4052,4472,4623,3034,2,3.5,1,1.5,1,1.5,2.166666667,2,0.66,2,0.66,3,0.33,4,0,3,0.33,1,1,97,,3,0.33,2,0.66,2,0.66,1,1,5,,5,,5,,3,0.33,0,1,1,16,8,5,2,3,3,3,3,4,3,3,4
7540,571,7,10,2,4052,4472,4623,3034,2,3.5,1,1.5,1,1.5,2.166666667,2,0.66,2,0.66,3,0.33,4,0,3,0.33,1,1,97,,3,0.33,2,0.66,2,0.66,1,1,5,,5,,5,,3,0.33,0,1,1,32,12,18,2,3,3,3,3,4,2,3,4
8787,571,11,9,6,4080,4350,4843,3859,3,5.5,2,3.5,1,1.5,3.5,1,1,3,0.33,3,0.33,4,0,3,0.33,1,1,5,,3,0.33,97,,3,0.33,1,1,5,,4,0,4,0,4,0,1,1,1,22,7,11,2,3,3,3,3,3,4,3,2
9034,571,7,10,3,4173,4378,4749,3859,2,3.5,1,1.5,2,3.5,2.833333333,1,1,1,1,2,0.66,3,0.33,3,0.33,1,1,97,,3,0.33,1,1,1,1,1,1,5,,3,0.33,3,0.33,3,0.33,2,3,1,58,22,28,2,1,4,2,1,4,1,2,3
9957,571,7,10,2,4052,4472,4623,3034,2,3.5,1,1.5,1,1.5,2.166666667,2,0.66,2,0.66,3,0.33,4,0,3,0.33,1,1,97,,3,0.33,2,0.66,2,0.66,1,1,5,,5,,5,,3,0.33,0,1,1,35,13,12,2,3,3,2,2,4,3,3,4
10709,571,7,10,2,4052,4472,4623,3034,2,3.5,1,1.5,1,1.5,2.166666667,2,0.66,2,0.66,3,0.33,4,0,3,0.33,1,1,97,,3,0.33,2,0.66,2,0.66,1,1,5,,5,,5,,3,0.33,0,1,1,20,7,4,2,3,3,3,3,4,4,4,3
10810,571,7,10,3,4173,4378,4749,3034,2,3.5,1,1.5,2,3.5,2.833333333,1,1,1,1,2,0.66,3,0.33,3,0.33,1,1,97,,3,0.33,1,1,1,1,1,1,5,,3,0.33,3,0.33,3,0.33,2,3,1,34,12,13,2,2,4,2,1,4,3,,3
11173,571,11,9,6,4080,4350,4843,3859,3,5.5,2,3.5,1,1.5,3.5,1,1,3,0.33,3,0.33,4,0,3,0.33,1,1,5,,3,0.33,97,,3,0.33,1,1,5,,4,0,4,0,4,0,1,1,1,41,16,19,2,2,3,2,2,4,2,2,4
11265,571,11,4,12,4085,4484,4649,3859,3,5.5,2,3.5,2,3.5,4.166666667,1,1,3,0.33,3,0.33,4,0,3,0.33,1,1,5,,5,,5,,5,,1,1,5,,5,,5,,5,,1,1,1,34,13,11,2,2,4,2,2,3,2,3,4
11530,571,7,10,3,4173,4378,4749,3034,2,3.5,1,1.5,2,3.5,2.833333333,1,1,1,1,2,0.66,3,0.33,3,0.33,1,1,97,,3,0.33,1,1,1,1,1,1,5,,3,0.33,3,0.33,3,0.33,2,3,1,49,18,23,2,2,4,2,2,4,2,,3
